,id,name,description,category,subcategory,region,delay,universe,coverage,turnover,valueScore,userCount,alphaCount,fieldCount,researchPapers
149,news59,Corporate Events Data,"The dataset is a collection of corporate events and event notifications including earnings release dates, sales results, conferences, and shareholder and board meeting information. It can be combine with analyst data to create signal.",news,news-news-sentiment,USA,1,TOP3000,1.0,,4.0,3,32,2,[]
150,news66,Webpage View Statistics,The dataset is a collection of view statistics for a webpage associated with a company. There are reports show correlation between page views/searches and trading volume which may leads to alpha signal.,news,news-news-sentiment,USA,1,TOP3000,0.4721,,5.0,2,4,3,[]
151,news7,Real Time News Feed Data,Combines various text new feeds from multiple sources to result useful data points to captre stock selection signals,news,news-news,USA,1,TOP3000,0.7938,,2.0,159,8418,61,"[{'title': 'Research Paper 25: The Momentum of News', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/15154747128471-Research-Paper-25-The-Momentum-of-News'}]"
152,news77,Earnings Call Transcript Data,"The dataset provieds a rich set of scores, tags, and other structured information in real-time after the earnings call transcripts are available",news,news-news-sentiment,USA,1,TOP3000,0.8079,,4.0,13,58,33,[]
153,news82,Sentiment Analysis from DNN,The dataset derived from applying neural network models to various textual datasets.,news,news-news-sentiment,USA,1,TOP3000,0.9906,,4.0,3,30,1,[]
154,news84,Headline Sentiment Analysis using DNN,The dataset derived from applying neural network models to news headlines for sentiment analysis,news,news-news-sentiment,USA,1,TOP3000,1.0,,4.0,6,14,1,[]
155,news85,News Sentiment Analysis using DNN,The dataset derived from applying neural network models to web news dataset for sentiment analysis,news,news-news-sentiment,USA,1,TOP3000,1.0,,4.0,5,10,1,[]
156,news87,Smart Conference call transcript data,"Conference call transcript data provides mainly long texture content. To help better utilize the long string, we structure it and make stats on many aspects and levels. Finally we output hundreads of numerical fields. There are 3 parts. The first makes some basic stats like words/sentences in the transcripts, and also attendances of people, and so on. the second calculates the readability scores of transcripts. the third calculates the sentiment scores of people in the conference call.",news,news-news,USA,1,TOP3000,0.6564,,2.0,94,2694,214,[]
157,news90,Aggregation News Data,"The dataset aggregates news data from different sources. It removes duplicated news, and merge similar news across sources.",news,news-news-sentiment,USA,1,TOP3000,0.978,,4.0,9,66,14,[]
158,news92,Standardized Financial News Categorization,No dataset description,news,news-news-sentiment,USA,1,TOP3000,0.9047,,3.0,29,304,48,[]
159,option1,Options Volatility Surfaces Data,"The dataset provides standardized option data for implied volatility, option moneyness, option delta, expiration dates etc. It also provides cleaned and extrapolated version of implied volatility surface data. Apart from this it provides other supplementary data like price, volume, dividends, interest rates etc. used in the process.",option,option-option-volatility,USA,1,TOP3000,0.7799,,2.0,69,830,18,"[{'title': 'Research Paper 05: Dividend capture returns: anomaly or risk premium? Evidence from the equity Options markets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/13384217318167-Research-Paper-05-Dividend-capture-returns-anomaly-or-risk-premium-Evidence-from-the-equity-Options-markets'}, {'title': 'Research Paper 07: Machine Learning for Stock Selection', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/13571026606999-Research-Paper-07-Machine-Learning-for-Stock-Selection'}, {'title': 'Research paper 71: The Information Content of Option Demand', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/17611254171031-Research-paper-71-The-Information-Content-of-Option-Demand'}]"
160,option11,Equity Option Ratings Data,Relative measures of the implied volatility (IV) estimated from associated options,option,option-option,USA,1,TOP3000,0.8665,,2.0,70,1112,15,[]
161,option30,Equity Option Data,The dataset provides both price and volume information for equity option.,option,option-option,USA,1,TOP3000,0.9734,,4.0,2,20,1,[]
162,option4,Implied Volatility and Pricing for Equity Options,"This dataset provides information of options pricing, implied volatility calculations, the volatility surfaces, and other option analytics.",option,option-option,USA,1,TOP3000,0.8218,,2.0,498,133308,1196,"[{'title': 'Research Paper 26: Bid and Ask Prices of Index Put Options: Which Predicts the Underlying Stock Returns?', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/15233936157847-Research-Paper-26-Bid-and-Ask-Prices-of-Index-Put-Options-Which-Predicts-the-Underlying-Stock-Returns'}, {'title': 'Research Paper 53: Textual Sentiment, Option Characteristics, and Stock Return Predictability', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/15770194203159-Research-Paper-53-Textual-Sentiment-Option-Characteristics-and-Stock-Return-Predictability'}, {'title': 'Research paper 71: The Information Content of Option Demand', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/17611254171031-Research-paper-71-The-Information-Content-of-Option-Demand'}]"
163,option6,Forecasted Volatility for Equity Options,"This dataset has various estimates of Options Volatility data and other metrics like ATM Volatility, Slope of strike skew and derivative of the strike skew. It also has relationships with SPY and other ETFs that can be used to forecast volatility.",option,option-option-volatility,USA,1,TOP3000,0.894,,2.0,331,48848,140,"[{'title': 'Research Paper 01: Textual Sentiment, Option Characteristics, and Stock Return Predictability', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/13038131115415-Research-Paper-01-Textual-Sentiment-Option-Characteristics-and-Stock-Return-Predictability'}, {'title': 'Research Paper 08: Do Option-Based Measures of Stock Mispricing Find Investment Opportunities or Market Frictions?', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/13654829566103-Research-Paper-08-Do-Option-Based-Measures-of-Stock-Mispricing-Find-Investment-Opportunities-or-Market-Frictions'}, {'title': 'Research Paper 32: Stock Return Extrapolation, Option Prices, and Variance Risk Premium', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/15238220985879-Research-Paper-32-Stock-Return-Extrapolation-Option-Prices-and-Variance-Risk-Premium'}]"
164,option8,Volatility Data,"This is an option dataset which provides historical & option implied volatilities for US equity market. Volatility is available for different time periods using various models. It also includes skew steepness indicators & volatilities for puts, calls and means.",option,option-option-volatility,USA,1,TOP3000,0.6948,,1.0,1673,56252,64,"[{'title': 'Research Paper 54: Cross Impact in Derivative Markets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/17609946232983-Research-Paper-54-Cross-Impact-in-Derivative-Markets'}]"
165,option9,Options Analytics,"This dataset provide options metrics indicating sentiment, and pricing behavior of the market for the underlying stocks.  Specifically, this dataset provides 3 metrics: put/call ratios, forward prices, and options breakevens at different horizons.  All numbers denote options expiration x days in the future.",option,option-option-analytics,USA,1,TOP3000,0.7039,,1.0,1866,13401,74,"[{'title': 'Research Paper 32: Stock Return Extrapolation, Option Prices, and Variance Risk Premium', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/15238220985879-Research-Paper-32-Stock-Return-Extrapolation-Option-Prices-and-Variance-Risk-Premium'}, {'title': 'Research Paper 54: Cross Impact in Derivative Markets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/17609946232983-Research-Paper-54-Cross-Impact-in-Derivative-Markets'}, {'title': 'Research Paper 72: Testing for Asset Price Bubbles using Options Data', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/16412791948695-Research-Paper-72-Testing-for-Asset-Price-Bubbles-using-Options-Data'}]"
166,other100,Investor views,The dataset captures the co-search data which essentially gives information on what all companies majority of the people/investors co-search while they are going through the information of a particular company,other,other-aiml-data,USA,1,TOP3000,1.0,,5.0,0,0,1,[]
167,other110,Digital Intelligence Data,The dataset provides insights about website that enabling visibility into digital behavior.,other,other-aiml-data,USA,1,TOP3000,0.4513,,4.0,25,218,40,[]
168,other131,Conviction based hedge funds selections,Model containing stock-selection factors and investable alpha capture strategies,other,other-dividend-models,USA,1,TOP3000,0.8417,,3.0,120,6352,77,[]
169,other137,Systematic Insider Alpha Strategy,Insider transaction and insider alpha strategy for US region,other,other-aiml-data,USA,1,TOP3000,0.2913,,4.0,9,84,6,[]
170,other143,Transaction Volume Data for Equity,"This dataset shows all trading volume cleared through NSCC, enabling you to ascertain market share by individual security. The service presents market trading volumes by security and transaction type: buy activity and three categories of sell activityâ€”sale, short sale and short sale exempt",other,other-event-data,USA,1,TOP3000,0.9892,,3.0,208,7912,84,[]
171,other15,ETF Constituents,Historical and Daily Holdings information of ETFs,other,other-etf-models,USA,1,TOP3000,1.0,,4.0,20,84,3,[]
172,other17,Flow into Equities Data,This dataset provides a measure of strength of flows into a ticker.,other,other-etf-models,USA,1,TOP3000,0.8847,,3.0,91,678,4,[]
173,other176,Nonlinear adaptive model,"Global stock selection model completely driven by machine learning, emphasizes nonlinear patterns and robustness",other,other-aiml-data,USA,1,TOP3000,0.8708,,2.0,213,6838,20,[]
174,other179,Other179,"The dataset provides the rankings on stocks, sectors and industries. It also indicates the best and worst performers of the sectors.",other,other-employee-data,USA,1,TOP3000,0.945,,4.0,12,588,9,[]
175,other193,Systematic Hedging for Investors to Evade Large Drawdowns,Machine learning based stock selection model. It is trained to hedge against market meltdowns. The values aim to help during volatile market conditions and performing well in the period of market recovery.,other,other-aiml-data,USA,1,TOP3000,0.8845,,2.0,76,836,3,[]
176,other238,Event based sentiment and behavioral factors model,"The model is constructed by combining multiple event-based sentiment and behavioral factors into one composite signal, using the elastic net penalized regression framework. It outperforms conventional quantitative factors on a risk adjusted basis, with long investment horizon. It is covering 90% of the Russell 3000 universe in the US, more than 1,500 stocks in other developed markets, and 1,500 firms in EM.ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¾Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã¢â‚¬Â¦Ãƒâ€šÃ‚Â¡ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚Â¦ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¡ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã‚Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¦ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¡ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡Ãƒâ€šÃ‚Â¬ÃƒÆ’Ã¢â‚¬Â¦Ãƒâ€šÃ‚Â¡ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€¦Ã‚Â¡ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â ",other,other-event-data,USA,1,TOP3000,0.7152,,3.0,35,230,2,[]
177,other246,Regional Service Data,"The dataset contains weekly, monthly, quarterly and annual data published by federal, state and local governments and various trade associations",other,other-analyst-models,USA,1,TOP3000,0.9047,,4.0,18,130,7,[]
178,other323,Global Equity Premarket Data,"The dataset captures company information, market status and exchange listing it will be excluded if its market status is Delisted, Acquired, Expired, Ticker Change, Liquidated, Unlisted, Private Company, Postponed, or Inactive.",other,other-dividend-models,USA,1,TOP3000,0.9803,,4.0,10,74,7,[]
179,other326,Intermediate Data from Events,Quantified scores extracted from textual data about events,other,other-event-data,USA,1,TOP3000,0.6254,,4.0,58,782,52,[]
180,other327,Sensitivity to Interest Rates Model,this dataset provides information about sensitivity to interest.,other,other-aiml-data,USA,1,TOP3000,0.8158,,3.0,49,432,3,[]
181,other33,Qualitative Alpha Model Data,Model scores based largely on company fundamentals.,other,other-aiml-data,USA,1,TOP3000,0.6169,,3.0,56,886,51,[]
182,other349,Patent Indicators,"Patent-related dataset. For example, #patent / R&D Expenses.",other,other-aiml-data,USA,1,TOP3000,0.344,,2.0,87,2524,11,[]
183,other351,International sentiment analysis NLP model,"NLP driven predictive model dataset. GINA score comes from a predictive model of CNN_ML, sentiment_ML, Similarity10Q and Similarity10K.",other,other-aiml-data,USA,1,TOP3000,0.7552,,3.0,51,636,5,[]
184,other359,Other359,No dataset description,other,other-aiml-data,USA,1,TOP3000,0.7228,,5.0,5,60,10,[]
185,other378,Accounting governance indicator models,Quadrophobia underrepresentation of accounting digits.,other,other-employee-data,USA,1,TOP3000,0.6812,,3.0,27,258,2,[]
186,other384,NLP on conference conversation,enrichment on conference calls transcripts. Split  into Presentation (prepared message from the company) and QA (impromtu converstaion with audience),other,other-event-data,USA,1,TOP3000,0.7232,,3.0,39,778,22,[]
187,other395,Accrual based Earnings Model,Uses an accrual based approach in analyzing the quality of earnings. Companies that exhibit favourable earnings quality ar more likely to see good stock returns.,other,other-dividend-models,USA,1,TOP3000,0.5724,,5.0,40,1164,425,[]
188,other401,"Governance, Accounting, Management, and Equality","Dataset relating to governance, accounting quality, management, and equality. The factors are chosen by a machine learning model which is trained to predict returns. The model is completely out-of-sample, trained at the end of each month, with only data prior to the date.",other,other-aiml-data,USA,1,TOP3000,0.7179,,4.0,45,520,65,"[{'title': 'Research Paper 13: Firm Life Cycle, Expectation Errors and Future Stock Returns', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/14111788609047-Research-Paper-13-Firm-Life-Cycle-Expectation-Errors-and-Future-Stock-Returns'}, {'title': 'Research Paper 18: Earnings Volatility, Ambiguity, and Crisis-Period Stock Returns', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/14527092583319-Research-Paper-18-Earnings-Volatility-Ambiguity-and-Crisis-Period-Stock-Returns'}, {'title': 'Research Paper 36: Quantitative Fundamentals. Application of Piotroski F-Score on Non-U.S. Markets.', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/15238260154007-Research-Paper-36-Quantitative-Fundamentals-Application-of-Piotroski-F-Score-on-Non-U-S-Markets'}, {'title': 'Research Paper 37: Rational Inattention and Analyst Forecast Accuracy', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/15238228822167-Research-Paper-37-Rational-Inattention-and-Analyst-Forecast-Accuracy'}, {'title': 'Research Paper 38: Rational Inattention and Analyst Forecast Accuracy', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/15769972228375-Research-Paper-38-Rational-Inattention-and-Analyst-Forecast-Accuracy'}]"
189,other407,Factors Dislocations Data,Risk factor impacted during COVID-19,other,other-event-data,USA,1,TOP3000,0.7613,,3.0,33,314,8,[]
190,other411,"Linear, nonlinear, and region-specific models","ML based model, with around 15 underlying factors.",other,other-aiml-data,USA,1,TOP3000,0.3132,,4.0,27,538,17,[]
191,other416,Quantitative Filings Data,contains 2 modules that perform NLP extraction on 10Q filing and 8K filings from company to SEC. 10Q module breaks the full text into smaller sections (CAT 0->12),other,other-aiml-data,USA,1,TOP3000,0.5599,,4.0,57,2164,377,[]
192,other423,Fundamental Income and Dividend Model,A ML-driven predictive model dataset based on fundamental indicators,other,other-aiml-data,USA,1,TOP3000,0.2756,,3.0,41,584,17,[]
193,other424,Dividend prediction model,Growth Research for Income and Dividend.,other,other-dividend-models,USA,1,TOP3000,0.4434,,3.0,22,100,2,[]
194,other425,Supply Chain Data,relationship data including cross-region entities,other,other-aiml-data,USA,1,TOP3000,0.7148,,4.0,37,304,21,[]
195,other427,Quantify text part in financial reports data,"Quantify financial reports based on Natural Language Processing techniques. Currently we have financial reports in house, but the text parts are hard to be used directly in alpha. This dataset make second level processing to make text to be numberical.",other,other-aiml-data,USA,1,TOP3000,0.7166,,3.0,18,632,3,[]
196,other429,Sentiment Data  by NLP,"Financial texts processed internally with sentiment produced for each document. Multiple sentiment models used. Positivity, negativity and neutrality/objectivity scores are provided along with other methods. ",other,other-aiml-data,USA,1,TOP3000,0.5937,,4.0,81,1514,503,[]
197,other432,DNN prediction of fundamentals,Market implied values of commonly used fundamental fields,other,other-aiml-data,USA,1,TOP3000,0.8131,,3.0,264,23612,1139,[]
198,other434,Credit Risk Factors,An alternative composite credit risk model which combines alternative signals with traditional balance sheet information. Outperfoms conventional credit risk models especially during volatile market conditions,other,other-aiml-data,USA,1,TOP3000,0.7391,,2.0,125,3148,32,[]
199,other436,Dividend model,Analyst model of Dividend Income Suspension and Cut prediction,other,other-analyst-models,USA,1,TOP3000,0.4498,,5.0,5,28,3,[]
200,other452,Earnings Tax Data,This dataset comprehensively studies a wide range of tax-related ratios that are useful for earnings management or financial fraud detection because tax-related accounts in financial statements and footnotes reveal significant information about earnings quality.,other,other-dividend-models,USA,1,TOP3000,0.5304,,5.0,13,196,46,[]
201,other455,Relationship enhanced with AI/ML,Grouping data. Generated using deep learning method and modern clustering algorithms with company relationships as input.,other,other-aiml-data,USA,1,TOP3000,0.9328,,2.0,256,159254,1500,[]
202,other457,Shareholding Patterns of Companies Data,The dataset is crawled from an online platform publishing financial information. The dataset captures shareholding patterns of companies listed in index which indicates management pattern of the companies within the index.,other,other-dividend-models,USA,1,TOP3000,0.4371,,9.0,0,0,3,[]
203,other460,Predictive data using Deep Learning models,Time series data prediction using deep learning techniques,other,other-aiml-data,USA,1,TOP3000,1.0,,3.0,239,19506,2173,[]
204,other466,Aggregated Fundamental Data ,Combines different fundamental datafields by aggregating data fields from many vendors.,other,other-etf-models,USA,1,TOP3000,0.8273,,3.0,131,6576,565,[]
205,other47,Web Intelligence Data,This dataset provides  budget expenditure on online ads by companies and also ranks them,other,other-employee-data,USA,1,TOP3000,0.5509,,5.0,12,32,4,[]
206,other486,Earnings Predictions Data,This is model dataset which predicts FQ1 to FQ8 EPS values,other,other-aiml-data,USA,1,TOP3000,0.705,,4.0,24,246,9,[]
207,other492,Stock Events Data,"This dataset has variety of events randing from developments to ones that move the market, covering over 4k listed companies in America alone. It categorizes events into 19 different sets & includes a master event set that contains over 35 categories of events. There is a special set that provides info on forward looking calendar events in a common format.",other,other-event-data,USA,1,TOP3000,0.5848,,4.0,24,136,9,[]
208,other507,Transparency Data ,The dataset is aggregated trade data reported by ATSs (alternative trading system) to the FINRA equity trade reporting facilities,other,other-etf-models,USA,1,TOP3000,0.5353,,6.0,1,2,4,[]
209,other510,8-K based NLP model,This is an NLP based scoring dataset. It gives a score to a company based on info from the SEC Form 8-K.,other,other-aiml-data,USA,1,TOP3000,0.6245,,2.0,110,2760,10,[]
210,other545,Linked Firms Momentum Data,The dataset provides model outputs for momentum effect off networks of economically and fundamentally linked companies.,other,other-dividend-models,USA,1,TOP3000,0.7568,,5.0,7,38,4,"[{'title': 'Research Paper 66: A Reexamination of Factor Momentum: How Strong is It?', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/17611143426327-Research-Paper-66-A-Reexamination-of-Factor-Momentum-How-Strong-is-It'}]"
211,other55,Short Sales Failures Data,The dataset provides data on failure of stock delivery when naked short selling.,other,other-event-data,USA,1,TOP3000,1.0,,4.0,8,28,2,[]
212,other7,Archive News Data,"New streaming and archive data for Benzinga, MT Newswires and an aggregated feed of global press releases and exchange disclosure wires.",other,other-event-data,USA,1,TOP3000,0.9957,,3.0,40,624,10,[]
213,other72,Combined Alpha Model,"This Alpha Model (CAM) combines all similar alpha models in an optimal, static, linear combination. The weights assigned to each model vary by region.",other,other-aiml-data,USA,1,TOP3000,0.7079,,3.0,52,468,4,[]
214,other78,Earnings and conference call data,"Contains records of questions and answers from speakers in the following events: Earnings Call, Guidance/Update Calls, M&A Calls, Sales/Trading Statement Calls, Special Calls, Shareholder/Analyst Calls, Company Conference Presentations, Analyst/Investor Day, Operating Results Calls, Interim Management Statement Calls, and Fixed Income Calls. Current and historical transcripts covering approximately 7,000 public companies.",other,other-event-data,USA,1,TOP3000,0.8766,,3.0,28,534,17,[]
215,other83,Insider Transaction Analytics,Data of transactions carried out by the key corporate executives of the company and their close relations,other,other-event-data,USA,1,TOP3000,0.6036,,3.0,42,876,15,[]
216,other84,Upcoming Earnings Data,This particular dataset deals with earnings related fields for previous and current quarter,other,other-employee-data,USA,1,TOP3000,0.8313,,3.0,74,2472,9,[]
217,other94,Corporate Filings NLP Data,"The dataset provides output from NLP algorithms that parse, analysze and grade the textual sentiment within corporate filings.",other,other-aiml-data,USA,1,TOP3000,0.5418,,5.0,5,24,41,[]
218,pv1,Price Volume Data for Equity,"A dataset containing price, volume, close, open, high price, low price, number of shares, cap and related information of each stock.",pv,pv-price-volume,USA,1,TOP3000,1.0,,1.0,23983,6651322,18,"[{'title': 'Research Raper 03: Cross-Firm Information Flows and the Predictability of Stock Returns', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/14626658089495-Research-Raper-03-Cross-Firm-Information-Flows-and-the-Predictability-of-Stock-Returns'}, {'title': 'Research Paper 22: Overnight Returns, Daytime Reversals, and Future Stock Returns', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/14830168587287-Research-Paper-22-Overnight-Returns-Daytime-Reversals-and-Future-Stock-Returns'}, {'title': 'Research Paper 54: Cross Impact in Derivative Markets', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/17609946232983-Research-Paper-54-Cross-Impact-in-Derivative-Markets'}, {'title': 'Research Paper 55: Implied Equity Duration: A Measure of Pandemic Shutdown Risk', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/17610752344343-Research-Paper-55-Implied-Equity-Duration-A-Measure-of-Pandemic-Shutdown-Risk'}, {'title': 'Research Paper 60: Are Stock-Market Anomalies Anomalous After All?', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/17611008214679-Research-Paper-60-Are-Stock-Market-Anomalies-Anomalous-After-All'}, {'title': 'Research Paper 73: Uncertainty Resolution Before Earnings Announcements', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/16412807448599-Research-Paper-73-Uncertainty-Resolution-Before-Earnings-Announcements'}, {'title': 'Research Raper 01: The Momentum of News', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/13954113156503-Research-Raper-01-The-Momentum-of-News'}, {'title': 'Research Paper 74: Price (In)efficiency wrt Firm-Specific Information and Anomalies.', 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/16412786972311-Research-Paper-74-Price-In-efficiency-wrt-Firm-Specific-Information-and-Anomalies'}, {'title': ""Research Raper 02: Tomorrow's Fish and Chip Paper? Slowly incorporated News and the Cross-section of Stock Returns"", 'url': 'https://support.worldquantbrain.com/hc/en-us/community/posts/14302034193687-Research-Raper-02-Tomorrow-s-Fish-and-Chip-Paper-Slowly-incorporated-News-and-the-Cross-section-of-Stock-Returns'}]"
219,pv103,Interval and MOO&MOC statistics,"Interval data, auction data of Market on Open and Market on Close",pv,pv-price-volume,USA,1,TOP3000,1.0,,1.0,297,16570,75,[]
220,pv104,Market Microstructure Data,"The dataset is perfect to add extra flavor to price-volume alphas. Besides, based on bid, ask and size statistics one easily can construct microstructure alphas as well",pv,pv-price-volume,USA,1,TOP3000,0.9633,,2.0,50,362,45,[]
221,pv109,Bond Yield Data,The dataset consists of corporation bonds-related data,pv,pv-price-volume,USA,1,TOP3000,0.2997,,4.0,2,6,34,[]
222,pv13,Relationship Data for Equity,"The dataset outputs various classifications and grouping of instruments based on such company connections. Most of grouping fields  are sparse, you may always use densify function such as group_neutralize(alpha, densify(group)) to avoid error while using group operators.",pv,pv-relationship,USA,1,TOP3000,0.8109,,1.0,2205,26460,168,[]
223,pv141,VWAP Tick Data,The dataset is computed end of day VWAP using tick data.,pv,pv-price-volume,USA,1,TOP3000,1.0,,2.0,28,556,6,[]
224,pv29,Derived Industry Classification,"This is a statistical grouping data. The prefix ""cx"" in the field name defines group count such as 2,5,10,20,50. The coverage of fields is also put in their names like sta1_top500c10 has coverage only in TOP500.",pv,pv-price-volume,USA,1,TOP3000,0.4991,,1.0,138,7262,24,[]
225,pv3,Global Daily Pricing Data,"Global daily pricing and reference data for Global Equities, Indices, Warrants, FX, Money Market Securities, Futures, Equity Options, Options on Futures. Corporate Actions such as Dividends, Splits, Mergers & Acquisitions for Global Equities",pv,pv-price-volume,USA,1,TOP3000,0.2795,,3.0,10,108,9,[]
226,pv30,Alternate Industry Classification,"This is a statistical grouping data. The prefix ""cx"" in the field name defines the group count such as 2,5,10,20,50. The coverage of fields is also put in their names like sta2_top500_fact1_c10 has coverage only in TOP500. ",pv,pv-price-volume,USA,1,TOP3000,0.5183,,1.0,152,23688,100,[]
227,pv53,Index Market Data,The dataset includes global Index market data,pv,pv-price-volume,USA,1,TOP3000,1.0,,2.0,33,278,5,[]
228,pv64,Fund Holding Data,The dataset provides reported list of holdings by funds. Mutual funds have 60 days after their quarter ends to file their holdings with the SEC.,pv,pv-price-volume,USA,1,TOP3000,0.9004,,4.0,16,274,245,[]
229,pv7,Relation data from Form 10-K and 20-F,This data includes manually inputted relations extracted from Form 10-K and Form 20-F,pv,pv-price-volume,USA,1,TOP3000,0.5933,,2.0,42,248,17,[]
230,pv96,Corporate Action Dataset,"This dataset looks at corporate events that can affect stock prices, such as delisting, merger, stock splits, etc. One can analyze the effect of corporate actions on stock prices and develop alphas based on event-driven opportunities.",pv,pv-price-volume,USA,1,TOP3000,0.4609,,3.0,23,164,32,[]
